"","pref_hiring_women","pref_hiring_blacks","racial_quotas_sports","redistribute_blacks","first_daughter","age","abortion_defect","abortion_income","race","sex","survey","anc_support","how_many_kids","how_many_daughters","benchwgt","prov","geotype","any_daughters","urban","black","white","coloured","indian","pref_hiring_women2","pref_hiring_blacks2","racial_quotas_sports2","redistribute_blacks2","pref_hiring_binary","abortion_defect_binary","abortion_income_binary"
"10705","disagree","disagree","disagree","strongly disagree",0,62,"wrong only sometimes","always wrong","white",0,"sas05_2",0,1,0,15052.9306640625,"fs","urban formal",0,1,0,1,0,0,"disagree","disagree","disagree","strongly disagree",0,1,0
"10725","disagree","disagree","disagree","strongly disagree",0,35,"wrong only sometimes","always wrong","white",1,"sas05_2",0,2,1,4801.6728515625,"fs","urban formal",1,1,0,1,0,0,"disagree","disagree","disagree","strongly disagree",0,1,0
"10735","disagree","disagree","disagree","neither nor",1,36,"not wrong at all","not wrong at all","white",0,"sas05_2",0,2,1,13376.400390625,"fs","urban formal",1,1,0,1,0,0,"disagree","disagree","disagree","neither agree nor disagree",0,1,1
"10745","neither nor","disagree","neither nor","disagree",0,25,"wrong only sometimes","always wrong","white",1,"sas05_2",0,2,0,4048.74169921875,"fs","urban formal",0,1,0,1,0,0,"neither agree nor disagree","disagree","neither agree nor disagree","disagree",0,1,0
"10765","neither nor","disagree","neither nor","disagree",0,28,"not wrong at all","always wrong","coloured",1,"sas05_2",1,1,0,2659.57470703125,"fs","urban formal",0,1,0,0,1,0,"neither agree nor disagree","disagree","neither agree nor disagree","disagree",0,1,0
"10775","neither nor","neither nor","neither nor","neither nor",0,32,"dk","dk","african/black",0,"sas05_2",1,2,1,1810.26623535156,"fs","urban formal",1,1,1,0,0,0,"neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree",0,0,0
"10785","neither nor","neither nor","strongly agree","neither nor",1,21,"always wrong","not wrong at all","coloured",1,"sas05_2",0,1,1,5486.70703125,"fs","urban formal",1,1,0,0,1,0,"neither agree nor disagree","neither agree nor disagree","strongly agree","neither agree nor disagree",0,0,1
"10819","strongly agree","agree","agree","agree",1,30,"not wrong at all","not wrong at all","african/black",0,"sas05_2",1,1,1,4853.978515625,"fs","tribal",1,0,1,0,0,0,"strongly agree","agree","agree","agree",1,1,1
"10845","neither nor","agree","strongly agree","strongly agree",1,57,"always wrong","almost always wrong","african/black",1,"sas05_2",1,3,2,5217.33154296875,"fs","tribal",1,0,1,0,0,0,"neither agree nor disagree","agree","strongly agree","strongly agree",0,0,0
"10855","agree","strongly agree","agree","strongly agree",1,51,"always wrong","always wrong","african/black",1,"sas05_2",1,2,1,3130.39868164062,"fs","tribal",1,0,1,0,0,0,"agree","strongly agree","agree","strongly agree",1,0,0
"10895","agree","strongly agree","agree","agree",1,18,"always wrong","almost always wrong","african/black",0,"sas05_2",1,1,1,2276.02807617188,"fs","urban formal",1,1,1,0,0,0,"agree","strongly agree","agree","agree",1,0,0
"10965","agree","disagree","agree","agree",1,36,"always wrong","always wrong","african/black",0,"sas05_2",1,1,1,28842.794921875,"fs","urban formal",1,1,1,0,0,0,"agree","disagree","agree","agree",1,0,0
"10975","agree","strongly agree","strongly agree","neither nor",0,23,"always wrong","always wrong","african/black",1,"sas05_2",0,1,0,40378.61328125,"fs","urban formal",0,1,1,0,0,0,"agree","strongly agree","strongly agree","neither agree nor disagree",1,0,0
"11009","strongly agree","agree","agree","agree",1,44,"not wrong at all","not wrong at all","african/black",0,"sas05_2",1,1,1,6581.71240234375,"fs","urban formal",1,1,1,0,0,0,"strongly agree","agree","agree","agree",1,1,1
"11019","strongly agree","agree","strongly disagree","neither nor",0,28,"wrong only sometimes","always wrong","african/black",1,"sas05_2",1,2,0,2646.5947265625,"fs","urban formal",0,1,1,0,0,0,"strongly agree","agree","strongly disagree","neither agree nor disagree",1,1,0
"11025","agree","disagree","strongly agree","agree",1,37,"wrong only sometimes","always wrong","african/black",1,"sas05_2",1,3,1,3131.1416015625,"fs","urban formal",1,1,1,0,0,0,"agree","disagree","strongly agree","agree",1,1,0
"11055","strongly agree","neither nor","strongly agree","strongly agree",0,51,"always wrong","always wrong","white",1,"sas05_2",0,2,0,2151.21875,"fs","urban formal",0,1,0,1,0,0,"strongly agree","neither agree nor disagree","strongly agree","strongly agree",1,0,0
"11065","strongly agree","agree","agree","agree",0,70,"always wrong","always wrong","white",0,"sas05_2",0,1,0,3342.14868164062,"fs","urban formal",0,1,0,1,0,0,"strongly agree","agree","agree","agree",1,0,0
"11095","agree","agree","neither nor","strongly agree",1,18,"not wrong at all","almost always wrong","african/black",0,"sas05_2",0,1,1,6680.068359375,"fs","urban formal",1,1,1,0,0,0,"agree","agree","neither agree nor disagree","strongly agree",1,1,0
"11109","agree","agree","neither nor","agree",1,40,"not wrong at all","always wrong","african/black",1,"sas05_2",1,2,1,1756.3818359375,"fs","urban formal",1,1,1,0,0,0,"agree","agree","neither agree nor disagree","agree",1,1,0
"11125","agree","disagree","disagree","strongly agree",1,42,"wrong only sometimes","always wrong","white",0,"sas05_2",0,2,2,5568.59033203125,"fs","urban formal",1,1,0,1,0,0,"agree","disagree","disagree","strongly agree",1,1,0
"11145","strongly agree","strongly agree","strongly agree","strongly agree",0,50,"always wrong","always wrong","african/black",1,"sas05_2",1,3,0,9151.23828125,"fs","urban formal",0,1,1,0,0,0,"strongly agree","strongly agree","strongly agree","strongly agree",1,0,0
"11155","strongly agree","neither nor","agree","agree",0,61,"wrong only sometimes","wrong only sometimes","african/black",1,"sas05_2",1,2,0,4252.845703125,"fs","urban formal",0,1,1,0,0,0,"strongly agree","neither agree nor disagree","agree","agree",1,1,1
"11195","strongly agree","agree","agree","neither nor",0,31,"not wrong at all","not wrong at all","african/black",1,"sas05_2",1,2,0,2991.1220703125,"fs","urban formal",0,1,1,0,0,0,"strongly agree","agree","agree","neither agree nor disagree",1,1,1
"11205","neither nor","disagree","agree","agree",1,50,"wrong only sometimes","always wrong","african/black",1,"sas05_2",0,1,1,2403.79272460938,"fs","urban formal",1,1,1,0,0,0,"neither agree nor disagree","disagree","agree","agree",0,1,0
"11219","strongly agree","agree","strongly agree","strongly agree",1,43,"always wrong","always wrong","african/black",1,"sas05_2",0,2,1,3538.74560546875,"fs","urban formal",1,1,1,0,0,0,"strongly agree","agree","strongly agree","strongly agree",1,0,0
"11225","agree","strongly agree","neither nor","agree",0,40,"not wrong at all","wrong only sometimes","african/black",0,"sas05_2",1,3,1,7438.5029296875,"fs","urban formal",1,1,1,0,0,0,"agree","strongly agree","neither agree nor disagree","agree",1,1,1
"11245","do not know","do not know","do not know","agree",1,43,"wrong only sometimes","not wrong at all","african/black",1,"sas05_2",1,6,5,7834.6962890625,"fs","urban informal",1,1,1,0,0,0,"neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","agree",0,1,1
"11325","strongly agree","strongly agree","agree","strongly agree",1,43,"always wrong","always wrong","african/black",0,"sas05_2",1,1,1,3764.265625,"fs","urban informal",1,1,1,0,0,0,"strongly agree","strongly agree","agree","strongly agree",1,0,0
"11335","agree","neither nor","agree","neither nor",0,52,"almost always wrong","always wrong","african/black",1,"sas05_2",1,3,2,83144,"fs","urban formal",1,1,1,0,0,0,"agree","neither agree nor disagree","agree","neither agree nor disagree",1,0,0
"11345","strongly agree","agree","strongly agree","strongly agree",1,42,"always wrong","always wrong","african/black",0,"sas05_2",1,1,1,85762.640625,"fs","urban formal",1,1,1,0,0,0,"strongly agree","agree","strongly agree","strongly agree",1,0,0
"11355","strongly agree","agree","do not know","agree",0,46,"always wrong","always wrong","african/black",1,"sas05_2",1,1,0,1790.78747558594,"fs","urban informal",0,1,1,0,0,0,"strongly agree","agree","neither agree nor disagree","agree",1,0,0
"11375","agree","agree","do not know","agree",1,42,"always wrong","always wrong",NA,1,"sas05_2",0,1,1,895.393737792969,"fs","urban informal",1,1,0,0,0,0,"agree","agree","neither agree nor disagree","agree",1,0,0
"11385","agree","agree","agree","agree",1,34,"always wrong","always wrong","african/black",0,"sas05_2",1,1,1,4243.970703125,"fs","urban informal",1,1,1,0,0,0,"agree","agree","agree","agree",1,0,0
"11419","neither nor","strongly agree","agree","strongly agree",1,36,"always wrong","always wrong","african/black",0,"sas05_2",1,1,1,3114.82568359375,"fs","rural formal",1,0,1,0,0,0,"neither agree nor disagree","strongly agree","agree","strongly agree",0,0,0
"11435","strongly agree","strongly agree","strongly agree","strongly agree",0,31,"always wrong","always wrong","african/black",0,"sas05_2",1,1,0,10535.3037109375,"fs","rural formal",0,0,1,0,0,0,"strongly agree","strongly agree","strongly agree","strongly agree",1,0,0
"11455","strongly agree","agree","agree","strongly agree",1,29,"always wrong","always wrong","african/black",1,"sas05_2",0,1,1,3757.5390625,"fs","rural formal",1,0,1,0,0,0,"strongly agree","agree","agree","strongly agree",1,0,0
"11465","agree","agree","neither nor","agree",0,72,"always wrong","always wrong","african/black",0,"sas05_2",1,1,0,8466.9228515625,"fs","urban informal",0,1,1,0,0,0,"agree","agree","neither agree nor disagree","agree",1,0,0
"11475","strongly agree","agree","neither nor","strongly agree",0,33,"always wrong","always wrong","african/black",1,"sas05_2",1,3,1,5676.23291015625,"fs","urban informal",1,1,1,0,0,0,"strongly agree","agree","neither agree nor disagree","strongly agree",1,0,0
"11485","strongly agree","agree","strongly agree","strongly agree",0,25,"always wrong","always wrong","african/black",1,"sas05_2",1,1,0,5676.23291015625,"fs","urban informal",0,1,1,0,0,0,"strongly agree","agree","strongly agree","strongly agree",1,0,0
"11495","neither nor","agree","strongly agree","agree",0,34,"dk","always wrong","african/black",1,"sas05_2",1,3,1,5088.92236328125,"fs","urban formal",1,1,1,0,0,0,"neither agree nor disagree","agree","strongly agree","agree",0,0,0
"11519","strongly agree","agree","neither nor","agree",1,42,"always wrong","almost always wrong","african/black",0,"sas05_2",1,3,1,5624.64013671875,"fs","urban formal",1,1,1,0,0,0,"strongly agree","agree","neither agree nor disagree","agree",1,0,0
"11545","agree","strongly agree","agree","strongly agree",0,30,"always wrong","always wrong","white",1,"sas05_2",1,1,0,3423.7685546875,"fs","urban formal",0,1,0,1,0,0,"agree","strongly agree","agree","strongly agree",1,0,0
"11565","agree","agree","disagree","agree",1,31,"not wrong at all","not wrong at all","coloured",1,"sas05_2",1,5,3,534.366088867188,"fs","urban formal",1,1,0,0,1,0,"agree","agree","disagree","agree",1,1,1
"11575","agree","agree","agree","agree",0,NA,"always wrong","always wrong",NA,NA,"sas05_2",1,2,1,1281.62866210938,"fs","urban formal",1,1,0,0,0,0,"agree","agree","agree","agree",1,0,0
"11585","agree","strongly agree","agree","strongly agree",1,43,"always wrong","almost always wrong","coloured",1,"sas05_2",1,4,3,1078.96423339844,"fs","urban formal",1,1,0,0,1,0,"agree","strongly agree","agree","strongly agree",1,0,0
"11605","agree","strongly agree","agree","agree",0,39,"wrong only sometimes","wrong only sometimes","african/black",1,"sas05_2",1,2,0,383.690185546875,"fs","urban formal",0,1,1,0,0,0,"agree","strongly agree","agree","agree",1,1,1
"11645","agree","agree","neither nor","strongly agree",0,63,"always wrong","always wrong","african/black",0,"sas05_2",1,3,0,32437.890625,"fs","urban formal",0,1,1,0,0,0,"agree","agree","neither agree nor disagree","strongly agree",1,0,0
"11655","agree","agree","neither nor","agree",1,28,"always wrong","always wrong","african/black",1,"sas05_2",1,1,1,13047.8349609375,"fs","urban formal",1,1,1,0,0,0,"agree","agree","neither agree nor disagree","agree",1,0,0
"11665","agree","disagree","agree","neither nor",0,49,"always wrong","always wrong","african/black",1,"sas05_2",0,1,0,6860.7431640625,"fs","urban formal",0,1,1,0,0,0,"agree","disagree","agree","neither agree nor disagree",1,0,0
"11675","agree","disagree","agree","strongly disagree",1,65,"always wrong","always wrong","african/black",1,"sas05_2",1,1,1,8121.75341796875,"fs","urban formal",1,1,1,0,0,0,"agree","disagree","agree","strongly disagree",1,0,0
"11695","agree","agree","neither nor","agree",1,28,"always wrong","always wrong","african/black",1,"sas05_2",1,1,1,8698.556640625,"fs","urban formal",1,1,1,0,0,0,"agree","agree","neither agree nor disagree","agree",1,0,0
"11719","neither nor","neither nor","agree","strongly disagree",0,42,"always wrong","always wrong","african/black",1,"sas05_2",1,5,3,3810.41235351562,"fs","rural formal",1,0,1,0,0,0,"neither agree nor disagree","neither agree nor disagree","agree","strongly disagree",0,0,0
"11745","disagree","disagree","disagree","agree",1,55,"always wrong","always wrong","african/black",0,"sas05_2",1,3,2,10775.5107421875,"fs","rural formal",1,0,1,0,0,0,"disagree","disagree","disagree","agree",0,0,0
"11755","neither nor","neither nor","agree","disagree",0,40,"always wrong","always wrong","african/black",1,"sas05_2",1,4,1,3810.41235351562,"fs","rural formal",1,0,1,0,0,0,"neither agree nor disagree","neither agree nor disagree","agree","disagree",0,0,0
"11775","agree","agree","agree","agree",0,55,"always wrong","always wrong","african/black",0,"sas05_2",0,2,0,18625.515625,"fs","urban formal",0,1,1,0,0,0,"agree","agree","agree","agree",1,0,0
"11795","disagree","disagree","disagree","agree",1,34,"always wrong","always wrong","african/black",1,"sas05_2",1,3,3,11134.15234375,"fs","urban formal",1,1,1,0,0,0,"disagree","disagree","disagree","agree",0,0,0
"11825","strongly agree","strongly agree","strongly agree","strongly agree",0,34,"always wrong","always wrong","african/black",1,"sas05_2",0,2,0,16701.228515625,"fs","urban formal",0,1,1,0,0,0,"strongly agree","strongly agree","strongly agree","strongly agree",1,0,0
"11845","neither nor","disagree","agree","agree",0,28,"not wrong at all","not wrong at all","african/black",1,"sas05_2",0,2,0,5193.6845703125,"fs","tribal",0,0,1,0,0,0,"neither agree nor disagree","disagree","agree","agree",0,1,1
"11855","agree","agree","agree","strongly agree",1,43,"always wrong","always wrong","african/black",1,"sas05_2",0,1,1,2048.1865234375,"fs","tribal",1,0,1,0,0,0,"agree","agree","agree","strongly agree",1,0,0
"11865","disagree","disagree","disagree","agree",1,48,"wrong only sometimes","wrong only sometimes","african/black",1,"sas05_2",0,1,1,2048.1865234375,"fs","tribal",1,0,1,0,0,0,"disagree","disagree","disagree","agree",0,1,1
"11875","agree","agree","disagree","agree",1,75,"always wrong","always wrong","african/black",1,"sas05_2",1,1,1,2424.64477539062,"fs","tribal",1,0,1,0,0,0,"agree","agree","disagree","agree",1,0,0
"11885","strongly agree","strongly agree","strongly agree","strongly agree",0,25,"always wrong","always wrong","african/black",1,"sas05_2",1,2,1,2596.84228515625,"fs","tribal",1,0,1,0,0,0,"strongly agree","strongly agree","strongly agree","strongly agree",1,0,0
"11919","agree","disagree","disagree","agree",0,57,"always wrong","always wrong","african/black",1,"sas05_2",1,2,0,4173.86572265625,"fs","tribal",0,0,1,0,0,0,"agree","disagree","disagree","agree",1,0,0
"11975","disagree","disagree","disagree","agree",0,26,"always wrong","always wrong","african/black",0,"sas05_2",1,2,1,4853.978515625,"fs","tribal",1,0,1,0,0,0,"disagree","disagree","disagree","agree",0,0,0
"11985","agree","agree","disagree","agree",0,58,"always wrong","always wrong","african/black",1,"sas05_2",1,2,0,3130.39868164062,"fs","tribal",0,0,1,0,0,0,"agree","agree","disagree","agree",1,0,0
"12005","neither nor","neither nor","agree","neither nor",0,24,"not wrong at all","not wrong at all","african/black",1,"sas05_2",1,1,0,3013.62915039062,"fs","tribal",0,0,1,0,0,0,"neither agree nor disagree","neither agree nor disagree","agree","neither agree nor disagree",0,1,1
"12025","agree","agree","disagree","agree",1,57,"always wrong","always wrong","african/black",1,"sas05_2",1,2,2,4173.86572265625,"fs","tribal",1,0,1,0,0,0,"agree","agree","disagree","agree",1,0,0
"12035","agree","agree","disagree","neither nor",1,53,"always wrong","always wrong","african/black",1,"sas05_2",1,2,2,4173.86572265625,"fs","tribal",1,0,1,0,0,0,"agree","agree","disagree","neither agree nor disagree",1,0,0
"12045","agree","agree","disagree","agree",1,35,"always wrong","always wrong","african/black",1,"sas05_2",1,2,2,4096.373046875,"fs","tribal",1,0,1,0,0,0,"agree","agree","disagree","agree",1,0,0
"12075","neither nor","neither nor","agree","agree",1,81,"always wrong","always wrong","african/black",1,"sas05_2",0,1,1,3232.86010742188,"fs","tribal",1,0,1,0,0,0,"neither agree nor disagree","neither agree nor disagree","agree","agree",0,0,0
"12095","agree","agree","disagree","agree",1,44,"always wrong","always wrong","african/black",1,"sas05_2",0,3,2,1024.09289550781,"fs","tribal",1,0,1,0,0,0,"agree","agree","disagree","agree",1,0,0
"12109","agree","agree","disagree","agree",1,43,"always wrong","always wrong","african/black",0,"sas05_2",0,4,3,4305.32275390625,"fs","tribal",1,0,1,0,0,0,"agree","agree","disagree","agree",1,0,0
"12119","disagree","disagree","disagree","agree",1,61,"always wrong","always wrong","african/black",1,"sas05_2",1,4,2,3232.86010742188,"fs","tribal",1,0,1,0,0,0,"disagree","disagree","disagree","agree",0,0,0
"12155","disagree","disagree","disagree","agree",1,33,"always wrong","always wrong","african/black",1,"sas05_2",1,1,1,3274.75048828125,"fs","urban formal",1,1,1,0,0,0,"disagree","disagree","disagree","agree",0,0,0
"12165","neither nor","neither nor","agree","neither nor",1,31,"always wrong","always wrong","african/black",1,"sas05_2",1,1,1,6549.5009765625,"fs","urban formal",1,1,1,0,0,0,"neither agree nor disagree","neither agree nor disagree","agree","neither agree nor disagree",0,0,0
"12175","disagree","disagree","disagree","agree",0,40,"always wrong","always wrong","african/black",1,"sas05_2",1,3,1,7748.60400390625,"fs","urban formal",1,1,1,0,0,0,"disagree","disagree","disagree","agree",0,0,0
"12185","strongly agree","strongly agree","strongly agree","strongly agree",0,37,"always wrong","always wrong","african/black",1,"sas05_2",1,1,0,5165.7353515625,"fs","urban formal",0,1,1,0,0,0,"strongly agree","strongly agree","strongly agree","strongly agree",1,0,0
"12195","strongly agree","strongly agree","strongly agree","strongly agree",1,31,"always wrong","always wrong","african/black",0,"sas05_2",0,1,1,12242.228515625,"fs","urban formal",1,1,1,0,0,0,"strongly agree","strongly agree","strongly agree","strongly agree",1,0,0
"12219","strongly agree","strongly agree","strongly agree","strongly agree",1,38,"always wrong","always wrong","african/black",1,"sas05_2",1,4,2,2582.86767578125,"fs","urban formal",1,1,1,0,0,0,"strongly agree","strongly agree","strongly agree","strongly agree",1,0,0
"12225","disagree","disagree","disagree","agree",0,56,"always wrong","always wrong","african/black",1,"sas05_2",1,2,1,3130.39868164062,"fs","tribal",1,0,1,0,0,0,"disagree","disagree","disagree","agree",0,0,0
"12235","neither nor","neither nor","neither nor","agree",0,38,"always wrong","always wrong","african/black",0,"sas05_2",0,1,0,4305.32275390625,"fs","tribal",0,0,1,0,0,0,"neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","agree",0,0,0
"12245","strongly agree","strongly agree","strongly agree","strongly agree",0,37,"almost always wrong","almost always wrong","african/black",1,"sas05_2",1,3,1,2048.1865234375,"fs","tribal",1,0,1,0,0,0,"strongly agree","strongly agree","strongly agree","strongly agree",1,0,0
"12285","agree","agree","disagree","agree",1,42,"always wrong","always wrong","african/black",1,"sas05_2",1,1,1,2048.1865234375,"fs","tribal",1,0,1,0,0,0,"agree","agree","disagree","agree",1,0,0
"12295","agree","agree","do not know","agree",1,NA,"wrong only sometimes","always wrong",NA,NA,"sas05_2",1,3,1,2741.70239257812,"fs","urban formal",1,1,0,0,0,0,"agree","agree","neither agree nor disagree","agree",1,1,0
"12305","neither nor","neither nor","do not know","agree",0,NA,"not wrong at all","always wrong",NA,NA,"sas05_2",1,5,2,1520.35803222656,"fs","urban formal",1,1,0,0,0,0,"neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","agree",0,1,0
"12335","strongly agree","disagree","disagree","disagree",1,53,"not wrong at all","not wrong at all","coloured",1,"sas05_2",0,4,3,927.556396484375,"fs","urban formal",1,1,0,0,1,0,"strongly agree","disagree","disagree","disagree",1,1,1
"12355","agree","strongly disagree","agree","strongly disagree",1,49,"not wrong at all","always wrong","coloured",1,"sas05_2",1,1,1,912.214782714844,"fs","urban formal",1,1,0,0,1,0,"agree","strongly disagree","agree","strongly disagree",1,1,0
"12365","agree","agree","do not know","agree",1,NA,"wrong only sometimes","almost always wrong",NA,NA,"sas05_2",1,4,2,8302.0751953125,"fs","urban formal",1,1,0,0,0,0,"agree","agree","neither agree nor disagree","agree",1,1,0
"12375","strongly agree","strongly agree","strongly agree","strongly agree",1,33,"always wrong","always wrong","african/black",1,"sas05_2",1,1,1,7017.3232421875,"fs","urban formal",1,1,1,0,0,0,"strongly agree","strongly agree","strongly agree","strongly agree",1,0,0
"12419","agree","agree","do not know","agree",1,NA,"wrong only sometimes","wrong only sometimes",NA,NA,"sas05_2",1,2,2,13116.6748046875,"fs","urban formal",1,1,0,0,0,0,"agree","agree","neither agree nor disagree","agree",1,1,1
"12425","strongly agree","strongly agree","strongly agree","agree",0,38,"always wrong","always wrong","african/black",1,"sas05_2",1,1,0,5534.71728515625,"fs","urban formal",0,1,1,0,0,0,"strongly agree","strongly agree","strongly agree","agree",1,0,0
"12445","strongly agree","agree","agree","agree",1,32,"not wrong at all","not wrong at all","african/black",1,"sas05_2",1,2,2,2030.119140625,"fs","urban formal",1,1,1,0,0,0,"strongly agree","agree","agree","agree",1,1,1
"12455","disagree","strongly disagree","disagree","agree",0,36,"not wrong at all","wrong only sometimes","white",1,"sas05_2",0,1,0,3239.68310546875,"fs","urban formal",0,1,0,1,0,0,"disagree","strongly disagree","disagree","agree",0,1,1
"12465","strongly agree","neither nor","strongly agree","agree",0,43,"almost always wrong","always wrong","white",1,"sas05_2",0,1,0,2429.76245117188,"fs","urban formal",0,1,0,1,0,0,"strongly agree","neither agree nor disagree","strongly agree","agree",1,0,0
"12475","disagree","strongly disagree","strongly agree","agree",1,55,"always wrong","always wrong","african/black",0,"sas05_2",1,3,2,3396.03881835938,"fs","urban formal",1,1,1,0,0,0,"disagree","strongly disagree","strongly agree","agree",0,0,0
"12485","strongly agree","strongly agree","strongly agree","strongly agree",0,53,"not wrong at all","dk","african/black",1,"sas05_2",1,2,1,1631.48999023438,"fs","urban formal",1,1,1,0,0,0,"strongly agree","strongly agree","strongly agree","strongly agree",1,1,0
"12525","strongly disagree","strongly disagree","strongly disagree","neither nor",1,33,"wrong only sometimes","almost always wrong","white",1,"sas05_2",0,1,1,2452.60302734375,"fs","urban formal",1,1,0,1,0,0,"strongly disagree","strongly disagree","strongly disagree","neither agree nor disagree",0,1,0
"12535","agree","agree","agree","strongly agree",0,33,"wrong only sometimes","wrong only sometimes","african/black",0,"sas05_2",1,2,1,9085.310546875,"fs","urban formal",1,1,1,0,0,0,"agree","agree","agree","strongly agree",1,1,1
"12565","agree","disagree","do not know","agree",1,NA,"always wrong","wrong only sometimes",NA,NA,"sas05_2",1,5,2,7974.8935546875,"fs","urban formal",1,1,0,0,0,0,"agree","disagree","neither agree nor disagree","agree",1,0,1
"12575","strongly agree","agree","agree","strongly disagree",0,45,"not wrong at all","not wrong at all","white",1,"sas05_2",0,5,1,8067.7412109375,"fs","urban formal",1,1,0,1,0,0,"strongly agree","agree","agree","strongly disagree",1,1,1
"12595","agree","agree","disagree","agree",1,16,"not wrong at all","always wrong","african/black",1,"sas05_2",0,2,2,5895.7900390625,"fs","urban formal",1,1,1,0,0,0,"agree","agree","disagree","agree",1,1,0
"12605","agree","agree","neither nor","neither nor",0,25,"not wrong at all","not wrong at all","white",1,"sas05_2",0,4,1,2563.52465820312,"fs","urban formal",1,1,0,1,0,0,"agree","agree","neither agree nor disagree","neither agree nor disagree",1,1,1
"12635","strongly agree","agree","strongly agree","agree",0,67,"wrong only sometimes","always wrong","african/black",1,"sas05_2",1,1,0,2371.75805664062,"fs","urban formal",0,1,1,0,0,0,"strongly agree","agree","strongly agree","agree",1,1,0
"12645","strongly agree","agree","strongly agree","strongly agree",1,38,"wrong only sometimes","always wrong","african/black",1,"sas05_2",1,1,1,3005.26635742188,"fs","urban formal",1,1,1,0,0,0,"strongly agree","agree","strongly agree","strongly agree",1,1,0
"12675","do not know","do not know","do not know","neither nor",1,36,"wrong only sometimes","always wrong","white",0,"sas05_2",0,3,2,10873.71875,"fs","urban formal",1,1,0,1,0,0,"neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree",0,1,0
"12745","agree","agree","neither nor","agree",0,62,"always wrong","always wrong","african/black",1,"sas05_2",0,3,2,3028.48022460938,"fs","urban informal",1,1,1,0,0,0,"agree","agree","neither agree nor disagree","agree",1,0,0
"12775","agree","neither nor","neither nor","do not know",1,54,"always wrong","always wrong","coloured",1,"sas05_2",0,1,1,2579.73120117188,"nc","urban formal",1,1,0,0,1,0,"agree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree",1,0,0
"12785","agree","strongly disagree","strongly agree","disagree",0,46,"not wrong at all","not wrong at all","coloured",1,"sas05_2",0,1,0,1684.86474609375,"nc","urban formal",0,1,0,0,1,0,"agree","strongly disagree","strongly agree","disagree",1,1,1
"12795","neither nor","neither nor","neither nor","neither nor",1,31,NA,NA,"coloured",1,"sas05_2",1,3,1,1123.35241699219,"nc","urban informal",1,1,0,0,1,0,"neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree",0,0,0
"12825","neither nor","do not know","agree","do not know",0,42,"always wrong","always wrong","coloured",1,"sas05_2",0,3,1,1157.68981933594,"nc","urban informal",1,1,0,0,1,0,"neither agree nor disagree","neither agree nor disagree","agree","neither agree nor disagree",0,0,0
"12855","agree","agree","agree","agree",0,43,"not wrong at all","always wrong","coloured",0,"sas05_2",0,3,1,3716.7607421875,"nc","urban formal",1,1,0,0,1,0,"agree","agree","agree","agree",1,1,0
"12865","do not know","do not know","agree","strongly disagree",0,23,"always wrong","not wrong at all","coloured",1,"sas05_2",1,1,0,3403.74584960938,"nc","urban formal",0,1,0,0,1,0,"neither agree nor disagree","neither agree nor disagree","agree","strongly disagree",0,0,1
"12875","agree","agree","disagree","disagree",0,61,"always wrong","always wrong","coloured",0,"sas05_2",0,1,0,2218.46850585938,"nc","urban formal",0,1,0,0,1,0,"agree","agree","disagree","disagree",1,0,0
"12885","agree","agree","do not know","agree",0,30,"always wrong","always wrong","coloured",1,"sas05_2",1,2,1,725.746948242188,"nc","urban formal",1,1,0,0,1,0,"agree","agree","neither agree nor disagree","agree",1,0,0
"12895","neither nor","neither nor","strongly disagree","agree",0,38,"wrong only sometimes","always wrong","african/black",0,"sas05_2",1,1,0,2688.52197265625,"nc","urban formal",0,1,1,0,0,0,"neither agree nor disagree","neither agree nor disagree","strongly disagree","agree",0,1,0
"12905","neither nor","neither nor","agree","do not know",1,32,"almost always wrong","wrong only sometimes","coloured",0,"sas05_2",1,2,1,3247.43920898438,"nc","urban formal",1,1,0,0,1,0,"neither agree nor disagree","neither agree nor disagree","agree","neither agree nor disagree",0,0,1
"12925","do not know","do not know","agree","strongly disagree",0,35,"almost always wrong","wrong only sometimes","coloured",1,"sas05_2",0,4,2,648.863586425781,"nc","urban formal",1,1,0,0,1,0,"neither agree nor disagree","neither agree nor disagree","agree","strongly disagree",0,0,1
"12935","do not know","do not know","neither nor","do not know",1,24,"always wrong","wrong only sometimes","coloured",1,"sas05_2",0,2,2,1968.60229492188,"nc","urban formal",1,1,0,0,1,0,"neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree",0,0,1
"12995","strongly agree","agree","agree","agree",0,52,"almost always wrong","always wrong","african/black",1,"sas05_2",1,3,1,1153.01794433594,"nc","urban formal",1,1,1,0,0,0,"strongly agree","agree","agree","agree",1,0,0
"13019","disagree","strongly disagree","strongly disagree","strongly disagree",0,40,"wrong only sometimes","almost always wrong","african/black",0,"sas05_2",1,3,1,1351.32604980469,"nc","urban formal",1,1,1,0,0,0,"disagree","strongly disagree","strongly disagree","strongly disagree",0,1,0
